Id,Asset class,Emission factor type,Country,Data level 1 information,Data level 2 information,EPC Rating,Emission factor functional unit (name),Emission factor functional unit (unit),Emission factor (name),Emission factor (unit),PCAF data quality score,Emission factor
31,Commercial real estate,Emissions,Bulgaria,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.060754
32,Commercial real estate,Emissions,Bulgaria,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0285605
33,Commercial real estate,Emissions,Bulgaria,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0799113
34,Commercial real estate,Emissions,Bulgaria,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0760808
36,Commercial real estate,Emissions,Bulgaria,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0696848
39,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.127152
40,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.145162
41,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.113627
42,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.12205
43,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0950988
44,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.029079
45,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.124539
46,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.119047
48,Commercial real estate,Emissions,Croatia,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.10598
51,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.169145
52,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.193423
53,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.151331
54,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.162285
55,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.125705
56,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0292882
57,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.16312
58,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.157243
60,Commercial real estate,Emissions,Czech Republic,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.139291
63,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0423967
64,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0461954
65,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0366608
66,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0411991
67,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.034018
68,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0168492
69,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0591156
70,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0474243
72,Commercial real estate,Emissions,Denmark,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0397552
75,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.277912
76,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.321005
77,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.250422
78,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.265909
79,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.198515
80,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0391016
81,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.242471
82,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.247131
84,Commercial real estate,Emissions,Estonia,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.212109
87,Commercial real estate,Emissions,Finland,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0435332
88,Commercial real estate,Emissions,Finland,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0461674
89,Commercial real estate,Emissions,Finland,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0360793
90,Commercial real estate,Emissions,Finland,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0433953
91,Commercial real estate,Emissions,Finland,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0370949
92,Commercial real estate,Emissions,Finland,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0135958
93,Commercial real estate,Emissions,Finland,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0671259
94,Commercial real estate,Emissions,Finland,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0540674
96,Commercial real estate,Emissions,Finland,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0422753
99,Commercial real estate,Emissions,France,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0214751
100,Commercial real estate,Emissions,France,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0204777
101,Commercial real estate,Emissions,France,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0169462
102,Commercial real estate,Emissions,France,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0215355
103,Commercial real estate,Emissions,France,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0304161
104,Commercial real estate,Emissions,France,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0139893
105,Commercial real estate,Emissions,France,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0532363
106,Commercial real estate,Emissions,France,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0342579
108,Commercial real estate,Emissions,France,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0265056
111,Commercial real estate,Emissions,Germany,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0949631
112,Commercial real estate,Emissions,Germany,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.107732
113,Commercial real estate,Emissions,Germany,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0844829
114,Commercial real estate,Emissions,Germany,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.091308
115,Commercial real estate,Emissions,Germany,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0845077
116,Commercial real estate,Emissions,Germany,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0396543
117,Commercial real estate,Emissions,Germany,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0984449
118,Commercial real estate,Emissions,Germany,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0912974
120,Commercial real estate,Emissions,Germany,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0878184
123,Commercial real estate,Emissions,Greece,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.109432
124,Commercial real estate,Emissions,Greece,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.126766
125,Commercial real estate,Emissions,Greece,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.102076
126,Commercial real estate,Emissions,Greece,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.117135
127,Commercial real estate,Emissions,Greece,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.113045
128,Commercial real estate,Emissions,Greece,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.058331
129,Commercial real estate,Emissions,Greece,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0949873
130,Commercial real estate,Emissions,Greece,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.144098
132,Commercial real estate,Emissions,Greece,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.106108
135,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0835356
136,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0930953
137,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.073387
138,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0807023
139,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0681682
140,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0195016
141,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0999351
142,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.086172
144,Commercial real estate,Emissions,Hungary,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0741577
147,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.135108
148,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.15323
149,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.120172
150,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.129918
151,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.120366
152,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0394341
153,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.140426
154,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.130053
156,Commercial real estate,Emissions,Ireland,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.120879
159,Commercial real estate,Emissions,Italy,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0671036
160,Commercial real estate,Emissions,Italy,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0743238
161,Commercial real estate,Emissions,Italy,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0586962
162,Commercial real estate,Emissions,Italy,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0649324
163,Commercial real estate,Emissions,Italy,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.102676
164,Commercial real estate,Emissions,Italy,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0231877
165,Commercial real estate,Emissions,Italy,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0839366
166,Commercial real estate,Emissions,Italy,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0708295
168,Commercial real estate,Emissions,Italy,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0693886
171,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.151587
172,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.174753
173,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.136404
174,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.145118
175,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.10913
176,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.036635
177,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.134961
178,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.135987
180,Commercial real estate,Emissions,Latvia,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.121063
183,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0598588
184,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.066125
185,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0522621
186,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0579619
187,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0503095
188,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0171156
189,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0762658
190,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0637939
192,Commercial real estate,Emissions,Lithuania,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.055042
195,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0897802
196,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.101049
197,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0794259
198,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.086508
199,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0822319
200,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0346801
201,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0994731
202,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0891276
204,Commercial real estate,Emissions,Luxembourg,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0813437
207,Commercial real estate,Emissions,Malta,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.115004
208,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.132895
209,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.106988
210,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.122771
211,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.121222
212,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0544584
213,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.102339
214,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.151032
216,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.109741
219,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.120034
220,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.136352
221,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.106886
222,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.115374
223,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.106303
