Geographies,Framework,Framework Subcategory,Industry,Sector,ProductCategories_AssetClasses,Sub-Asset_Class,Asset_Class
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,SDR,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,SECR,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,SECR,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,SECR,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,SFRD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Global,TCFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Global,TNFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,UK Taxonomy,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,CSDDD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,EuGB,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,MIFID II,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,Pillar 3,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,SDR,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,SECR,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,SFRD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,EuGB,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,MIFID II,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,Pillar 3,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,SDR,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,SECR,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,SFRD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,EuGB,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,MIFID II,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,Pillar 3,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,SDR,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,SECR,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,SFRD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Global,TCFD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Global,TNFD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,EuGB,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,MIFID II,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
